date,site,meal,day_of_week,weather,event,requested_quantity,actual_received,actual_consumed,vendor,delivery_delay_min,delivery_variance,wastage_quantity,delivery_accuracy_pct,wastage_pct,day_num
2026-05-16,Site A,Dinner,Saturday,Normal,0,632,612,612,Vendor A,3,20,0,96.83544303797468,0.0,5
2026-05-16,Site B,Breakfast,Saturday,Normal,0,329,312,312,Vendor B,4,17,0,94.83282674772036,0.0,5
2026-05-16,Site B,Lunch,Saturday,Normal,0,497,478,465,Vendor A,12,19,13,96.17706237424547,2.7196652719665275,5
2026-05-16,Site B,Dinner,Saturday,Normal,0,471,441,441,Vendor B,6,30,0,93.63057324840764,0.0,5
2026-05-16,Site C,Breakfast,Saturday,Normal,0,469,464,464,Vendor A,7,5,0,98.93390191897655,0.0,5
2026-05-16,Site C,Lunch,Saturday,Normal,0,739,702,702,Vendor A,6,37,0,94.99323410013531,0.0,5
2026-05-16,Site C,Dinner,Saturday,Normal,0,600,574,574,Vendor B,3,26,0,95.66666666666667,0.0,5
2026-05-16,Site D,Breakfast,Saturday,Normal,0,246,232,229,Vendor B,12,14,3,94.3089430894309,1.293103448275862,5
2026-05-16,Site D,Lunch,Saturday,Normal,0,390,383,383,Vendor A,5,7,0,98.2051282051282,0.0,5
2026-05-16,Site D,Dinner,Saturday,Normal,0,377,344,344,Vendor C,10,33,0,91.24668435013263,0.0,5
2026-05-16,Site E,Breakfast,Saturday,Normal,0,371,364,364,Vendor A,8,7,0,98.11320754716981,0.0,5
2026-05-16,Site E,Lunch,Saturday,Normal,0,529,502,502,Vendor A,5,27,0,94.89603024574669,0.0,5
2026-05-16,Site E,Dinner,Saturday,Normal,0,478,434,434,Vendor C,11,44,0,90.7949790794979,0.0,5
2026-05-17,Site A,Breakfast,Sunday,Normal,0,406,371,371,Vendor C,7,35,0,91.37931034482759,0.0,6
2026-05-17,Site A,Lunch,Sunday,Normal,0,624,610,610,Vendor A,3,14,0,97.75641025641025,0.0,6
2026-05-17,Site A,Dinner,Sunday,Normal,0,519,497,497,Vendor A,6,22,0,95.76107899807322,0.0,6
2026-05-17,Site B,Breakfast,Sunday,Normal,0,288,259,259,Vendor C,9,29,0,89.93055555555556,0.0,6
2026-05-17,Site B,Lunch,Sunday,Normal,0,472,460,453,Vendor A,11,12,7,97.45762711864407,1.5217391304347827,6
2026-05-17,Site B,Dinner,Sunday,Normal,0,422,399,399,Vendor A,0,23,0,94.54976303317537,0.0,6
2026-05-17,Site C,Breakfast,Sunday,Normal,0,443,404,404,Vendor B,1,39,0,91.19638826185101,0.0,6
2026-05-17,Site C,Lunch,Sunday,Normal,0,696,598,598,Vendor B,33,98,0,85.91954022988506,0.0,6
2026-05-17,Site C,Dinner,Sunday,Normal,0,652,622,622,Vendor B,2,30,0,95.39877300613497,0.0,6
2026-05-17,Site D,Breakfast,Sunday,Normal,0,225,202,202,Vendor C,10,23,0,89.77777777777777,0.0,6
2026-05-17,Site D,Lunch,Sunday,Normal,0,386,384,374,Vendor A,4,2,10,99.48186528497409,2.604166666666667,6
2026-05-17,Site D,Dinner,Sunday,Normal,0,319,304,304,Vendor A,3,15,0,95.29780564263322,0.0,6
2026-05-17,Site E,Breakfast,Sunday,Normal,0,313,291,291,Vendor B,7,22,0,92.97124600638978,0.0,6
2026-05-17,Site E,Lunch,Sunday,Normal,0,528,508,508,Vendor A,2,20,0,96.21212121212122,0.0,6
2026-05-17,Site E,Dinner,Sunday,Normal,0,442,436,436,Vendor A,0,6,0,98.64253393665159,0.0,6
2026-05-18,Site A,Breakfast,Monday,Hot,0,471,459,459,Vendor A,10,12,0,97.45222929936305,0.0,0
2026-05-18,Site A,Lunch,Monday,Hot,0,845,801,792,Vendor B,5,44,9,94.79289940828403,1.1235955056179776,0
2026-05-18,Site A,Dinner,Monday,Hot,0,600,576,576,Vendor A,6,24,0,96.0,0.0,0
2026-05-18,Site B,Breakfast,Monday,Hot,0,343,324,324,Vendor B,8,19,0,94.46064139941691,0.0,0
2026-05-18,Site B,Lunch,Monday,Hot,0,633,594,586,Vendor B,10,39,8,93.8388625592417,1.3468013468013467,0
2026-05-18,Site B,Dinner,Monday,Hot,0,485,460,460,Vendor B,8,25,0,94.84536082474226,0.0,0
2026-05-18,Site C,Breakfast,Monday,Hot,0,552,538,533,Vendor A,7,14,5,97.46376811594203,0.929368029739777,0
2026-05-18,Site C,Lunch,Monday,Hot,0,1009,923,895,Vendor C,5,86,28,91.47670961347869,3.0335861321776814,0
2026-05-18,Site C,Dinner,Monday,Hot,0,811,793,771,Vendor A,10,18,22,97.78051787916154,2.7742749054224465,0
2026-05-18,Site D,Breakfast,Monday,Hot,0,315,281,281,Vendor C,5,34,0,89.20634920634922,0.0,0
2026-05-18,Site D,Lunch,Monday,Hot,0,472,417,417,Vendor C,10,55,0,88.34745762711864,0.0,0
2026-05-18,Site D,Dinner,Monday,Hot,0,387,338,338,Vendor C,9,49,0,87.33850129198967,0.0,0
2026-05-18,Site E,Breakfast,Monday,Hot,0,423,396,396,Vendor B,5,27,0,93.61702127659575,0.0,0
2026-05-18,Site E,Lunch,Monday,Hot,0,735,688,688,Vendor B,2,47,0,93.60544217687075,0.0,0
2026-05-18,Site E,Dinner,Monday,Hot,0,567,536,536,Vendor C,4,31,0,94.53262786596119,0.0,0
2026-05-19,Site A,Breakfast,Tuesday,Normal,0,508,464,464,Vendor C,5,44,0,91.33858267716536,0.0,1
2026-05-19,Site A,Lunch,Tuesday,Normal,0,784,762,761,Vendor A,2,22,1,97.1938775510204,0.13123359580052493,1
2026-05-19,Site A,Dinner,Tuesday,Normal,0,733,698,698,Vendor A,4,35,0,95.22510231923602,0.0,1
2026-05-19,Site B,Breakfast,Tuesday,Normal,0,400,387,387,Vendor A,8,13,0,96.75,0.0,1
2026-05-19,Site B,Lunch,Tuesday,Normal,0,638,598,598,Vendor B,3,40,0,93.73040752351098,0.0,1
2026-05-19,Site B,Dinner,Tuesday,Normal,0,531,495,495,Vendor B,14,36,0,93.22033898305084,0.0,1
2026-05-19,Site C,Breakfast,Tuesday,Normal,0,568,535,535,Vendor B,0,33,0,94.19014084507043,0.0,1
2026-05-19,Site C,Lunch,Tuesday,Normal,0,1008,963,963,Vendor B,7,45,0,95.53571428571429,0.0,1
2026-05-19,Site C,Dinner,Tuesday,Normal,0,761,730,727,Vendor A,7,31,3,95.9264126149803,0.410958904109589,1
2026-05-19,Site D,Breakfast,Tuesday,Normal,0,304,301,291,Vendor A,3,3,10,99.01315789473685,3.322259136212625,1
2026-05-19,Site D,Lunch,Tuesday,Normal,0,556,534,522,Vendor A,5,22,12,96.0431654676259,2.247191011235955,1
2026-05-19,Site D,Dinner,Tuesday,Normal,0,432,405,405,Vendor B,3,27,0,93.75,0.0,1
2026-05-19,Site E,Breakfast,Tuesday,Normal,0,442,426,426,Vendor A,7,16,0,96.38009049773756,0.0,1
2026-05-19,Site E,Lunch,Tuesday,Normal,0,779,767,747,Vendor A,5,12,20,98.45956354300385,2.607561929595828,1
2026-05-19,Site E,Dinner,Tuesday,Normal,0,630,607,607,Vendor A,5,23,0,96.34920634920636,0.0,1
2026-05-20,Site A,Breakfast,Wednesday,Normal,0,578,534,533,Vendor B,7,44,1,92.38754325259517,0.18726591760299627,2
2026-05-20,Site A,Lunch,Wednesday,Normal,0,809,776,776,Vendor A,7,33,0,95.92088998763906,0.0,2
2026-05-20,Site A,Dinner,Wednesday,Normal,0,759,708,708,Vendor B,7,51,0,93.2806324110672,0.0,2
2026-05-20,Site B,Breakfast,Wednesday,Normal,0,442,393,393,Vendor C,8,49,0,88.91402714932126,0.0,2
2026-05-20,Site B,Lunch,Wednesday,Normal,0,698,631,631,Vendor B,4,67,0,90.40114613180515,0.0,2
2026-05-20,Site B,Dinner,Wednesday,Normal,0,614,601,577,Vendor A,10,13,24,97.8827361563518,3.9933444259567388,2
2026-05-20,Site C,Breakfast,Wednesday,Normal,0,602,549,549,Vendor B,6,53,0,91.19601328903654,0.0,2
2026-05-20,Site C,Lunch,Wednesday,Normal,0,937,913,913,Vendor A,8,24,0,97.43863393810031,0.0,2
2026-05-20,Site C,Dinner,Wednesday,Normal,0,834,819,811,Vendor A,7,15,8,98.20143884892086,0.9768009768009768,2
2026-05-20,Site D,Breakfast,Wednesday,Normal,0,303,297,297,Vendor A,7,6,0,98.01980198019803,0.0,2
2026-05-20,Site D,Lunch,Wednesday,Normal,0,502,460,460,Vendor C,6,42,0,91.63346613545816,0.0,2
2026-05-20,Site D,Dinner,Wednesday,Normal,0,476,441,441,Vendor B,9,35,0,92.64705882352942,0.0,2
2026-05-20,Site E,Breakfast,Wednesday,Normal,0,471,434,434,Vendor C,7,37,0,92.1443736730361,0.0,2
2026-05-20,Site E,Lunch,Wednesday,Normal,0,760,717,717,Vendor B,6,43,0,94.34210526315789,0.0,2
2026-05-20,Site E,Dinner,Wednesday,Normal,0,606,599,599,Vendor A,3,7,0,98.84488448844884,0.0,2
2026-05-21,Site A,Breakfast,Thursday,Normal,0,494,477,477,Vendor A,8,17,0,96.5587044534413,0.0,3
2026-05-21,Site A,Lunch,Thursday,Normal,0,889,833,833,Vendor B,10,56,0,93.7007874015748,0.0,3
2026-05-21,Site A,Dinner,Thursday,Normal,0,716,713,683,Vendor A,10,3,30,99.58100558659217,4.207573632538569,3
2026-05-21,Site B,Breakfast,Thursday,Normal,0,392,355,355,Vendor C,8,37,0,90.56122448979592,0.0,3
2026-05-21,Site B,Lunch,Thursday,Normal,0,603,557,557,Vendor B,2,46,0,92.37147595356551,0.0,3
2026-05-21,Site B,Dinner,Thursday,Normal,0,630,621,586,Vendor A,11,9,35,98.57142857142858,5.636070853462158,3
2026-05-21,Site C,Breakfast,Thursday,Normal,0,553,511,511,Vendor B,8,42,0,92.40506329113924,0.0,3
2026-05-21,Site C,Lunch,Thursday,Normal,0,1010,932,932,Vendor B,1,78,0,92.27722772277228,0.0,3
2026-05-21,Site C,Dinner,Thursday,Normal,0,773,748,748,Vendor A,4,25,0,96.76584734799482,0.0,3
2026-05-21,Site D,Breakfast,Thursday,Normal,0,330,299,299,Vendor A,24,31,0,90.6060606060606,0.0,3
2026-05-21,Site D,Lunch,Thursday,Normal,0,493,468,468,Vendor B,0,25,0,94.9290060851927,0.0,3
2026-05-21,Site D,Dinner,Thursday,Normal,0,369,345,345,Vendor B,3,24,0,93.4959349593496,0.0,3
2026-05-21,Site E,Breakfast,Thursday,Normal,0,440,413,413,Vendor B,3,27,0,93.86363636363636,0.0,3
2026-05-21,Site E,Lunch,Thursday,Normal,0,712,676,675,Vendor A,6,36,1,94.9438202247191,0.14792899408284024,3
2026-05-21,Site E,Dinner,Thursday,Normal,0,643,585,585,Vendor C,4,58,0,90.97978227060653,0.0,3
2026-05-22,Site A,Breakfast,Friday,Rain,0,509,460,460,Vendor C,2,49,0,90.37328094302553,0.0,4
2026-05-22,Site A,Lunch,Friday,Rain,0,794,747,747,Vendor B,8,47,0,94.08060453400505,0.0,4
2026-05-22,Site A,Dinner,Friday,Rain,0,734,678,678,Vendor C,3,56,0,92.37057220708446,0.0,4
2026-05-22,Site B,Breakfast,Friday,Rain,0,386,361,361,Vendor B,6,25,0,93.52331606217616,0.0,4
2026-05-22,Site B,Lunch,Friday,Rain,0,654,633,633,Vendor A,9,21,0,96.78899082568807,0.0,4
2026-05-22,Site B,Dinner,Friday,Rain,0,552,508,508,Vendor B,9,44,0,92.02898550724638,0.0,4
2026-05-22,Site C,Breakfast,Friday,Rain,0,632,618,585,Vendor A,5,14,33,97.78481012658227,5.339805825242718,4
2026-05-22,Site C,Lunch,Friday,Rain,0,921,901,901,Vendor A,5,20,0,97.828447339848,0.0,4
2026-05-22,Site C,Dinner,Friday,Rain,0,802,733,733,Vendor C,10,69,0,91.39650872817955,0.0,4
2026-05-22,Site D,Breakfast,Friday,Rain,0,318,296,296,Vendor B,14,22,0,93.08176100628931,0.0,4
2026-05-22,Site D,Lunch,Friday,Rain,0,492,420,420,Vendor A,34,72,0,85.36585365853658,0.0,4
2026-05-22,Site D,Dinner,Friday,Rain,0,473,457,452,Vendor B,9,16,5,96.61733615221986,1.0940919037199124,4
2026-05-22,Site E,Breakfast,Friday,Rain,0,455,448,444,Vendor A,8,7,4,98.46153846153847,0.8928571428571428,4
2026-05-22,Site E,Lunch,Friday,Rain,0,705,649,649,Vendor B,3,56,0,92.05673758865248,0.0,4
2026-05-22,Site E,Dinner,Friday,Rain,0,570,547,547,Vendor B,6,23,0,95.96491228070175,0.0,4
2026-05-23,Site A,Breakfast,Saturday,Normal,0,435,418,418,Vendor A,6,17,0,96.0919540229885,0.0,5
2026-05-23,Site A,Lunch,Saturday,Normal,0,756,695,692,Vendor B,2,61,3,91.93121693121694,0.4316546762589928,5
2026-05-23,Site A,Dinner,Saturday,Normal,0,622,614,605,Vendor A,1,8,9,98.71382636655949,1.4657980456026058,5
2026-05-23,Site B,Breakfast,Saturday,Normal,0,363,328,328,Vendor C,0,35,0,90.35812672176309,0.0,5
2026-05-23,Site B,Lunch,Saturday,Normal,0,464,454,454,Vendor A,6,10,0,97.84482758620689,0.0,5
2026-05-23,Site B,Dinner,Saturday,Normal,0,463,395,395,Vendor A,24,68,0,85.31317494600432,0.0,5
2026-05-23,Site C,Breakfast,Saturday,Normal,0,474,462,462,Vendor A,5,12,0,97.46835443037975,0.0,5
2026-05-23,Site C,Lunch,Saturday,Normal,0,751,719,719,Vendor A,5,32,0,95.73901464713715,0.0,5
2026-05-23,Site C,Dinner,Saturday,Normal,0,702,653,653,Vendor B,6,49,0,93.01994301994301,0.0,5
2026-05-23,Site D,Breakfast,Saturday,Normal,0,258,252,251,Vendor A,7,6,1,97.67441860465115,0.3968253968253968,5
2026-05-23,Site D,Lunch,Saturday,Normal,0,364,333,333,Vendor C,0,31,0,91.48351648351648,0.0,5
2026-05-23,Site D,Dinner,Saturday,Normal,0,363,349,349,Vendor B,2,14,0,96.14325068870524,0.0,5
2026-05-23,Site E,Breakfast,Saturday,Normal,0,373,369,359,Vendor A,6,4,10,98.92761394101876,2.710027100271003,5
2026-05-23,Site E,Lunch,Saturday,Normal,0,582,569,567,Vendor A,7,13,2,97.76632302405498,0.35149384885764495,5
2026-05-23,Site E,Dinner,Saturday,Normal,0,504,491,491,Vendor A,6,13,0,97.42063492063492,0.0,5
2026-05-24,Site A,Breakfast,Sunday,Normal,0,411,372,372,Vendor C,6,39,0,90.51094890510949,0.0,6
2026-05-24,Site A,Lunch,Sunday,Normal,0,625,612,605,Vendor A,9,13,7,97.92,1.1437908496732025,6
2026-05-24,Site A,Dinner,Sunday,Normal,0,597,555,533,Vendor B,3,42,22,92.96482412060301,3.963963963963964,6
2026-05-24,Site B,Breakfast,Sunday,Normal,0,300,282,282,Vendor B,7,18,0,94.0,0.0,6
2026-05-24,Site B,Lunch,Sunday,Normal,0,449,440,435,Vendor A,3,9,5,97.9955456570156,1.1363636363636365,6
2026-05-24,Site B,Dinner,Sunday,Normal,0,392,390,389,Vendor A,7,2,1,99.48979591836735,0.2564102564102564,6
2026-05-24,Site C,Breakfast,Sunday,Normal,0,508,457,452,Vendor C,3,51,5,89.96062992125984,1.0940919037199124,6
2026-05-24,Site C,Lunch,Sunday,Normal,0,667,654,654,Vendor A,5,13,0,98.05097451274362,0.0,6
2026-05-24,Site C,Dinner,Sunday,Normal,0,650,632,621,Vendor B,6,18,11,97.23076923076923,1.740506329113924,6
2026-05-24,Site D,Breakfast,Sunday,Normal,0,205,186,186,Vendor C,4,19,0,90.73170731707317,0.0,6
2026-05-24,Site D,Lunch,Sunday,Normal,0,388,372,369,Vendor A,5,16,3,95.87628865979381,0.8064516129032258,6
2026-05-24,Site D,Dinner,Sunday,Normal,0,295,276,276,Vendor B,3,19,0,93.55932203389831,0.0,6
2026-05-24,Site E,Breakfast,Sunday,Normal,0,332,317,317,Vendor B,4,15,0,95.48192771084338,0.0,6
2026-05-24,Site E,Lunch,Sunday,Normal,0,560,553,535,Vendor A,8,7,18,98.75,3.25497287522604,6
2026-05-24,Site E,Dinner,Sunday,Normal,0,496,484,484,Vendor A,5,12,0,97.58064516129032,0.0,6
2026-05-25,Site A,Breakfast,Monday,Cloudy,0,505,451,451,Vendor C,8,54,0,89.3069306930693,0.0,0
2026-05-25,Site A,Lunch,Monday,Cloudy,0,926,877,841,Vendor B,4,49,36,94.70842332613391,4.104903078677309,0
2026-05-25,Site A,Dinner,Monday,Cloudy,0,767,747,747,Vendor A,7,20,0,97.39243807040417,0.0,0
2026-05-25,Site B,Breakfast,Monday,Cloudy,0,398,366,366,Vendor B,10,32,0,91.95979899497488,0.0,0
2026-05-25,Site B,Lunch,Monday,Cloudy,0,575,560,560,Vendor A,10,15,0,97.3913043478261,0.0,0
2026-05-25,Site B,Dinner,Monday,Cloudy,0,561,536,535,Vendor B,3,25,1,95.54367201426025,0.18656716417910446,0
2026-05-25,Site C,Breakfast,Monday,Cloudy,0,613,536,536,Vendor C,5,77,0,87.43882544861337,0.0,0
2026-05-25,Site C,Lunch,Monday,Cloudy,0,950,935,912,Vendor A,6,15,23,98.42105263157895,2.4598930481283423,0
2026-05-25,Site C,Dinner,Monday,Cloudy,0,824,811,793,Vendor A,10,13,18,98.42233009708737,2.219482120838471,0
2026-05-25,Site D,Breakfast,Monday,Cloudy,0,251,243,243,Vendor A,1,8,0,96.81274900398407,0.0,0
2026-05-25,Site D,Lunch,Monday,Cloudy,0,511,502,480,Vendor A,8,9,22,98.23874755381604,4.382470119521913,0
2026-05-25,Site D,Dinner,Monday,Cloudy,0,493,484,466,Vendor A,10,9,18,98.17444219066938,3.71900826446281,0
2026-05-25,Site E,Breakfast,Monday,Cloudy,0,453,459,425,Vendor A,5,-6,34,101.32450331125828,7.4074074074074066,0
2026-05-25,Site E,Lunch,Monday,Cloudy,0,695,604,604,Vendor C,6,91,0,86.90647482014388,0.0,0
2026-05-25,Site E,Dinner,Monday,Cloudy,0,658,631,602,Vendor B,8,27,29,95.8966565349544,4.595879556259905,0
2026-05-26,Site A,Breakfast,Tuesday,Normal,0,532,498,498,Vendor B,8,34,0,93.60902255639097,0.0,1
2026-05-26,Site A,Lunch,Tuesday,Normal,0,842,835,810,Vendor A,7,7,25,99.1686460807601,2.9940119760479043,1
2026-05-26,Site A,Dinner,Tuesday,Normal,0,699,659,659,Vendor B,10,40,0,94.27753934191702,0.0,1
2026-05-26,Site B,Breakfast,Tuesday,Normal,0,364,352,352,Vendor A,7,12,0,96.7032967032967,0.0,1
2026-05-26,Site B,Lunch,Tuesday,Normal,0,672,670,633,Vendor A,6,2,37,99.70238095238095,5.522388059701493,1
2026-05-26,Site B,Dinner,Tuesday,Normal,0,560,508,508,Vendor C,5,52,0,90.71428571428571,0.0,1
2026-05-26,Site C,Breakfast,Tuesday,Normal,0,618,581,581,Vendor B,8,37,0,94.01294498381877,0.0,1
2026-05-26,Site C,Lunch,Tuesday,Normal,0,854,848,829,Vendor A,12,6,19,99.29742388758783,2.240566037735849,1
2026-05-26,Site C,Dinner,Tuesday,Normal,0,783,766,766,Vendor B,11,17,0,97.82886334610473,0.0,1
2026-05-26,Site D,Breakfast,Tuesday,Normal,0,290,259,259,Vendor C,6,31,0,89.3103448275862,0.0,1
2026-05-26,Site D,Lunch,Tuesday,Normal,0,520,493,493,Vendor B,5,27,0,94.8076923076923,0.0,1
2026-05-26,Site D,Dinner,Tuesday,Normal,0,427,392,392,Vendor B,5,35,0,91.80327868852459,0.0,1
2026-05-26,Site E,Breakfast,Tuesday,Normal,0,409,391,391,Vendor B,7,18,0,95.59902200488997,0.0,1
2026-05-26,Site E,Lunch,Tuesday,Normal,0,698,647,647,Vendor B,4,51,0,92.69340974212035,0.0,1
2026-05-26,Site E,Dinner,Tuesday,Normal,0,612,571,571,Vendor B,10,41,0,93.30065359477125,0.0,1
2026-05-27,Site A,Breakfast,Wednesday,Hot,0,513,502,502,Vendor A,6,11,0,97.85575048732943,0.0,2
2026-05-27,Site A,Lunch,Wednesday,Hot,0,787,720,720,Vendor B,3,67,0,91.4866581956798,0.0,2
2026-05-27,Site A,Dinner,Wednesday,Hot,0,757,745,745,Vendor A,0,12,0,98.41479524438573,0.0,2
2026-05-27,Site B,Breakfast,Wednesday,Hot,0,398,389,369,Vendor A,10,9,20,97.73869346733667,5.141388174807198,2
2026-05-27,Site B,Lunch,Wednesday,Hot,0,602,573,573,Vendor A,10,29,0,95.1827242524917,0.0,2
2026-05-27,Site B,Dinner,Wednesday,Hot,0,543,486,486,Vendor C,8,57,0,89.50276243093923,0.0,2
2026-05-27,Site C,Breakfast,Wednesday,Hot,0,576,533,533,Vendor B,9,43,0,92.53472222222221,0.0,2
2026-05-27,Site C,Lunch,Wednesday,Hot,0,1029,979,979,Vendor B,9,50,0,95.14091350826045,0.0,2
2026-05-27,Site C,Dinner,Wednesday,Hot,0,821,742,742,Vendor C,7,79,0,90.37758830694276,0.0,2
2026-05-27,Site D,Breakfast,Wednesday,Hot,0,275,263,263,Vendor A,3,12,0,95.63636363636364,0.0,2
2026-05-27,Site D,Lunch,Wednesday,Hot,0,450,436,436,Vendor A,11,14,0,96.88888888888889,0.0,2
2026-05-27,Site D,Dinner,Wednesday,Hot,0,422,414,414,Vendor A,9,8,0,98.10426540284361,0.0,2
2026-05-27,Site E,Breakfast,Wednesday,Hot,0,410,390,390,Vendor B,6,20,0,95.1219512195122,0.0,2
2026-05-27,Site E,Lunch,Wednesday,Hot,0,687,669,665,Vendor A,7,18,4,97.37991266375546,0.5979073243647235,2
2026-05-27,Site E,Dinner,Wednesday,Hot,0,679,664,633,Vendor A,7,15,31,97.79086892488954,4.66867469879518,2
2026-05-28,Site A,Breakfast,Thursday,Normal,0,527,494,494,Vendor B,0,33,0,93.7381404174573,0.0,3
2026-05-28,Site A,Lunch,Thursday,Normal,0,913,904,874,Vendor A,8,9,30,99.01423877327493,3.3185840707964607,3
2026-05-28,Site A,Dinner,Thursday,Normal,0,818,780,759,Vendor B,6,38,21,95.35452322738386,2.6923076923076925,3
2026-05-28,Site B,Breakfast,Thursday,Normal,0,424,387,387,Vendor C,5,37,0,91.27358490566037,0.0,3
2026-05-28,Site B,Lunch,Thursday,Normal,0,685,642,642,Vendor B,12,43,0,93.72262773722628,0.0,3
2026-05-28,Site B,Dinner,Thursday,Normal,0,565,475,475,Vendor C,21,90,0,84.070796460177,0.0,3
2026-05-28,Site C,Breakfast,Thursday,Normal,0,608,598,598,Vendor A,8,10,0,98.35526315789474,0.0,3
2026-05-28,Site C,Lunch,Thursday,Normal,0,979,867,867,Vendor C,9,112,0,88.55975485188968,0.0,3
2026-05-28,Site C,Dinner,Thursday,Normal,0,868,720,720,Vendor B,22,148,0,82.94930875576037,0.0,3
2026-05-28,Site D,Breakfast,Thursday,Normal,0,289,281,277,Vendor A,6,8,4,97.23183391003461,1.4234875444839856,3
2026-05-28,Site D,Lunch,Thursday,Normal,0,499,475,475,Vendor B,11,24,0,95.19038076152304,0.0,3
2026-05-28,Site D,Dinner,Thursday,Normal,0,446,417,417,Vendor C,10,29,0,93.49775784753363,0.0,3
2026-05-28,Site E,Breakfast,Thursday,Normal,0,460,452,442,Vendor A,14,8,10,98.26086956521739,2.2123893805309733,3
2026-05-28,Site E,Lunch,Thursday,Normal,0,778,736,736,Vendor B,5,42,0,94.60154241645245,0.0,3
2026-05-28,Site E,Dinner,Thursday,Normal,0,706,699,658,Vendor A,7,7,41,99.0084985835694,5.865522174535051,3
2026-05-29,Site A,Breakfast,Friday,Cloudy,0,604,573,562,Vendor B,5,31,11,94.86754966887418,1.9197207678883073,4
2026-05-29,Site A,Lunch,Friday,Cloudy,0,968,898,898,Vendor B,11,70,0,92.76859504132231,0.0,4
2026-05-29,Site A,Dinner,Friday,Cloudy,0,771,768,726,Vendor A,7,3,42,99.61089494163424,5.46875,4
2026-05-29,Site B,Breakfast,Friday,Cloudy,0,436,395,395,Vendor C,9,41,0,90.59633027522935,0.0,4
2026-05-29,Site B,Lunch,Friday,Cloudy,0,655,635,622,Vendor A,1,20,13,96.94656488549617,2.047244094488189,4
2026-05-29,Site B,Dinner,Friday,Cloudy,0,625,584,584,Vendor C,5,41,0,93.44,0.0,4
2026-05-29,Site C,Breakfast,Friday,Cloudy,0,694,651,651,Vendor B,11,43,0,93.80403458213257,0.0,4
2026-05-29,Site C,Lunch,Friday,Cloudy,0,999,924,924,Vendor B,7,75,0,92.49249249249249,0.0,4
2026-05-29,Site C,Dinner,Friday,Cloudy,0,1001,973,938,Vendor A,9,28,35,97.2027972027972,3.597122302158273,4
2026-05-29,Site D,Breakfast,Friday,Cloudy,0,344,308,308,Vendor C,11,36,0,89.53488372093024,0.0,4
2026-05-29,Site D,Lunch,Friday,Cloudy,0,572,558,558,Vendor B,4,14,0,97.55244755244755,0.0,4
2026-05-29,Site D,Dinner,Friday,Cloudy,0,502,442,442,Vendor A,23,60,0,88.04780876494024,0.0,4
2026-05-29,Site E,Breakfast,Friday,Cloudy,0,493,475,474,Vendor A,6,18,1,96.34888438133873,0.21052631578947367,4
2026-05-29,Site E,Lunch,Friday,Cloudy,0,778,755,755,Vendor A,7,23,0,97.04370179948586,0.0,4
2026-05-29,Site E,Dinner,Friday,Cloudy,0,753,740,700,Vendor A,6,13,40,98.27357237715803,5.405405405405405,4
2026-05-30,Site A,Breakfast,Saturday,Rain,0,376,365,361,Vendor A,8,11,4,97.07446808510637,1.095890410958904,5
2026-05-30,Site A,Lunch,Saturday,Rain,0,608,569,569,Vendor B,9,39,0,93.58552631578947,0.0,5
2026-05-30,Site A,Dinner,Saturday,Rain,0,518,469,469,Vendor C,9,49,0,90.54054054054053,0.0,5
2026-05-30,Site B,Breakfast,Saturday,Rain,0,307,285,285,Vendor B,8,22,0,92.83387622149837,0.0,5
2026-05-30,Site B,Lunch,Saturday,Rain,0,520,506,488,Vendor A,6,14,18,97.3076923076923,3.557312252964427,5
2026-05-30,Site B,Dinner,Saturday,Rain,0,428,394,394,Vendor C,5,34,0,92.05607476635514,0.0,5
2026-05-30,Site C,Breakfast,Saturday,Rain,0,449,439,437,Vendor A,8,10,2,97.7728285077951,0.45558086560364464,5
2026-05-30,Site C,Lunch,Saturday,Rain,0,765,748,715,Vendor A,3,17,33,97.77777777777777,4.411764705882353,5
2026-05-30,Site C,Dinner,Saturday,Rain,0,610,544,544,Vendor C,1,66,0,89.18032786885246,0.0,5
2026-05-30,Site D,Breakfast,Saturday,Rain,0,249,233,233,Vendor B,2,16,0,93.57429718875501,0.0,5
2026-05-30,Site D,Lunch,Saturday,Rain,0,441,434,411,Vendor A,3,7,23,98.4126984126984,5.299539170506913,5
2026-05-30,Site D,Dinner,Saturday,Rain,0,363,351,341,Vendor A,4,12,10,96.69421487603306,2.849002849002849,5
2026-05-30,Site E,Breakfast,Saturday,Rain,0,331,315,315,Vendor A,5,16,0,95.16616314199395,0.0,5
2026-05-30,Site E,Lunch,Saturday,Rain,0,534,527,510,Vendor A,8,7,17,98.68913857677903,3.225806451612903,5
2026-05-30,Site E,Dinner,Saturday,Rain,0,443,413,413,Vendor B,3,30,0,93.22799097065463,0.0,5
2026-05-31,Site A,Breakfast,Sunday,Normal,0,418,391,391,Vendor B,5,27,0,93.54066985645933,0.0,6
2026-05-31,Site A,Lunch,Sunday,Normal,0,719,681,681,Vendor B,2,38,0,94.71488178025035,0.0,6
2026-05-31,Site A,Dinner,Sunday,Normal,0,547,536,525,Vendor A,5,11,11,97.9890310786106,2.0522388059701493,6
2026-05-31,Site B,Breakfast,Sunday,Normal,0,284,265,265,Vendor C,5,19,0,93.30985915492957,0.0,6
2026-05-31,Site B,Lunch,Sunday,Normal,0,475,442,442,Vendor B,7,33,0,93.05263157894737,0.0,6
